age,attrition,dept,education,gender,job_role,isMarried,monthly_income,companies_worked,OverTime,working_years,year_at_company,years_in_current_pos,last_year_promoted,years_with_current_manager
25,No,Research & Development,1,Male,Laboratory Technician,Married,3669,3,No,7,3,2,1,2
58,Yes,Research & Development,4,Female,Manufacturing Director,Married,10008,7,Yes,31,10,9,5,9
40,No,Research & Development,4,Male,Laboratory Technician,Married,2387,3,No,7,4,2,0,3
36,No,Sales,3,Female,Sales Executive,Married,4639,2,No,17,15,7,6,13
48,No,Research & Development,3,Male,Manufacturing Director,Single,7898,1,No,11,10,9,0,8
27,No,Sales,3,Female,Sales Representative,Married,2534,8,No,5,1,0,0,0
51,No,Research & Development,2,Female,Manufacturing Director,Single,13142,3,No,29,5,2,0,3
18,No,Research & Development,3,Female,Laboratory Technician,Single,1611,1,No,0,0,0,0,0
35,No,Research & Development,3,Female,Laboratory Technician,Married,5363,0,No,10,9,7,0,0
27,No,Sales,1,Male,Sales Executive,Single,5071,3,No,8,6,2,0,0
55,Yes,Sales,4,Male,Sales Executive,Single,13695,6,Yes,24,19,7,3,8
56,No,Research & Development,3,Male,Manufacturing Director,Married,13402,4,Yes,33,19,16,15,9
34,No,Research & Development,1,Female,Research Scientist,Divorced,2029,1,No,5,5,4,0,0
40,No,Research & Development,1,Female,Healthcare Representative,Divorced,6377,5,No,15,12,11,11,8
34,No,Research & Development,3,Male,Laboratory Technician,Married,5429,4,No,10,8,7,7,7
31,Yes,Sales,3,Female,Sales Representative,Single,2785,7,No,3,1,0,0,0
35,Yes,Sales,4,Female,Sales Executive,Married,4614,0,Yes,5,4,2,3,2
38,No,Research & Development,3,Male,Research Scientist,Divorced,2610,1,No,4,4,2,0,3
34,No,Research & Development,4,Female,Healthcare Representative,Single,6687,1,No,14,14,11,4,11
28,No,Sales,3,Male,Sales Executive,Married,4724,1,No,5,5,3,0,4
31,Yes,Research & Development,4,Male,Manufacturing Director,Married,6179,1,Yes,10,10,2,6,7
39,No,Sales,4,Male,Sales Executive,Married,6120,3,Yes,8,5,4,1,4
51,No,Sales,3,Male,Sales Executive,Married,10596,2,No,14,4,2,3,2
41,No,Research & Development,3,Female,Research Scientist,Divorced,5467,3,Yes,12,6,2,3,3
37,No,Research & Development,1,Male,Research Scientist,Married,2996,7,Yes,8,6,4,1,3
33,No,Sales,1,Male,Sales Executive,Married,9998,6,No,8,5,4,1,2
32,No,Sales,1,Male,Sales Executive,Married,4078,0,Yes,4,3,2,1,2
39,No,Research & Development,2,Male,Healthcare Representative,Married,10920,3,No,13,6,4,0,5
25,No,Sales,1,Male,Sales Executive,Married,6232,2,No,6,3,2,1,2
52,No,Research & Development,2,Female,Manufacturing Director,Married,13247,2,Yes,24,5,3,0,2
43,No,Research & Development,3,Female,Research Scientist,Single,4081,1,Yes,20,20,7,1,8
27,No,Sales,3,Female,Sales Executive,Married,5769,1,Yes,6,6,2,4,4
27,Yes,Research & Development,4,Female,Research Scientist,Single,2394,1,Yes,8,8,2,7,7
26,No,Research & Development,1,Male,Research Scientist,Single,3904,0,No,5,4,3,1,1
42,No,Human Resources,3,Female,Manager,Married,16799,0,No,21,20,7,0,9
52,No,Research & Development,4,Female,Laboratory Technician,Married,2950,9,No,12,5,4,0,4
37,No,Research & Development,3,Female,Laboratory Technician,Single,3629,4,No,8,3,2,0,2
35,No,Research & Development,2,Male,Manufacturing Director,Single,9362,2,No,10,2,2,2,2
25,No,Research & Development,3,Male,Laboratory Technician,Married,3229,4,No,7,3,2,0,2
26,No,Research & Development,3,Male,Laboratory Technician,Single,3578,0,No,8,7,7,0,7
29,No,Human Resources,3,Male,Human Resources,Single,7988,1,No,10,10,9,0,9
49,Yes,Research & Development,2,Male,Laboratory Technician,Single,4284,3,No,20,4,3,1,3
29,Yes,Research & Development,1,Female,Healthcare Representative,Single,7553,0,Yes,9,8,7,7,7
54,No,Research & Development,3,Female,Research Director,Single,17328,6,No,29,20,7,12,7
58,No,Research & Development,3,Female,Research Director,Married,19701,3,Yes,32,9,8,1,5
55,No,Research & Development,4,Male,Research Director,Divorced,14732,2,No,31,7,7,0,0
36,No,Sales,4,Female,Sales Executive,Single,9278,3,Yes,15,5,4,0,1
31,Yes,Sales,4,Female,Sales Representative,Single,1359,1,No,1,1,0,0,0
30,No,Sales,4,Female,Sales Executive,Divorced,4779,7,No,8,3,2,0,2
31,No,Research & Development,5,Female,Research Director,Single,16422,3,No,9,3,2,1,0
34,No,Research & Development,4,Male,Research Scientist,Divorced,2996,5,No,10,4,3,1,3
31,Yes,Research & Development,3,Female,Research Scientist,Single,1261,1,No,1,1,0,0,0
27,No,Research & Development,1,Male,Laboratory Technician,Married,2099,0,No,6,5,0,1,4
36,No,Research & Development,4,Male,Laboratory Technician,Single,5810,1,No,10,10,4,1,8
36,No,Sales,4,Female,Sales Executive,Married,5647,4,No,11,3,2,0,2
47,No,Research & Development,3,Male,Research Scientist,Married,3420,7,No,17,6,5,1,2
25,Yes,Sales,2,Male,Sales Representative,Married,4400,3,No,6,3,2,2,2
37,No,Research & Development,2,Male,Laboratory Technician,Single,3500,0,No,7,6,5,1,3
56,No,Research & Development,2,Female,Research Scientist,Married,2066,2,No,5,3,2,1,0
47,No,Research & Development,4,Female,Research Director,Married,17169,3,No,26,20,17,5,6
24,No,Sales,1,Female,Sales Executive,Married,4162,1,Yes,5,5,4,0,3
32,No,Sales,5,Male,Sales Executive,Married,9204,4,No,7,4,3,0,3
34,No,Research & Development,3,Female,Laboratory Technician,Married,3294,5,No,7,5,4,0,2
41,No,Research & Development,5,Male,Research Scientist,Married,2127,2,Yes,7,4,2,0,3
40,No,Research & Development,4,Male,Laboratory Technician,Divorced,3975,3,No,11,8,7,0,7
31,No,Sales,2,Male,Sales Executive,Divorced,10793,1,No,13,13,7,9,9
46,Yes,Sales,3,Male,Sales Executive,Divorced,10096,4,No,28,7,7,4,3
39,Yes,Research & Development,3,Female,Laboratory Technician,Single,3646,2,Yes,11,1,0,0,0
31,Yes,Research & Development,5,Female,Manufacturing Director,Single,7446,1,No,10,10,8,4,7
45,No,Research & Development,3,Male,Healthcare Representative,Divorced,10851,2,Yes,24,7,7,0,7
31,No,Human Resources,2,Female,Human Resources,Single,2109,9,No,8,3,2,0,2
31,Yes,Research & Development,3,Male,Laboratory Technician,Married,3722,6,Yes,7,2,2,2,2
45,No,Research & Development,3,Male,Manufacturing Director,Married,9380,4,Yes,10,3,1,1,2
48,No,Sales,3,Male,Sales Executive,Divorced,5486,4,No,15,2,2,2,2
34,Yes,Human Resources,4,Female,Human Resources,Married,2742,1,No,2,2,2,2,2
40,No,Research & Development,1,Male,Research Director,Divorced,13757,2,No,16,9,8,4,8
28,No,Sales,3,Male,Sales Executive,Single,8463,0,No,6,5,4,1,3
44,No,Research & Development,3,Male,Laboratory Technician,Single,3162,3,No,7,5,2,0,3
53,No,Research & Development,3,Male,Research Director,Single,16598,4,No,35,9,8,8,8
49,No,Research & Development,4,Male,Healthcare Representative,Married,6651,2,No,20,3,2,1,2
40,No,Research & Development,3,Male,Research Scientist,Divorced,2345,2,No,8,3,1,1,2
44,No,Research & Development,3,Male,Research Scientist,Single,3420,1,No,6,5,2,1,3
33,No,Sales,3,Male,Sales Executive,Married,4373,0,No,5,4,3,0,3
34,No,Sales,3,Male,Sales Executive,Single,4759,3,No,15,13,9,3,12
30,No,Sales,1,Male,Sales Executive,Married,5301,8,No,4,2,1,2,2
42,No,Research & Development,2,Female,Laboratory Technician,Single,3673,1,No,12,12,9,5,8
44,No,Sales,5,Female,Sales Executive,Married,4768,7,No,11,1,0,0,0
30,No,Research & Development,3,Male,Research Scientist,Divorced,1274,1,No,1,1,0,0,0
57,No,Research & Development,2,Male,Research Scientist,Married,4900,0,No,13,12,9,2,8
49,No,Research & Development,4,Male,Healthcare Representative,Divorced,10466,3,No,29,8,7,0,7
34,No,Research & Development,3,Male,Research Director,Divorced,17007,7,No,16,14,8,6,9
28,Yes,Sales,3,Male,Sales Representative,Married,2909,3,No,5,3,2,1,2
29,Yes,Sales,3,Female,Sales Executive,Single,5765,5,No,7,5,3,0,0
34,Yes,Sales,4,Female,Sales Executive,Single,4599,0,Yes,16,15,9,10,10
35,No,Sales,1,Male,Sales Representative,Married,2404,1,No,1,1,0,0,0
24,Yes,Research & Development,3,Male,Laboratory Technician,Single,3172,2,Yes,4,0,0,0,0
24,No,Sales,2,Female,Sales Representative,Married,2033,1,No,1,1,0,0,0
44,No,Research & Development,1,Male,Manufacturing Director,Single,10209,5,Yes,16,2,2,2,2
29,No,Sales,3,Male,Sales Executive,Divorced,8620,1,No,10,10,7,0,4
30,No,Human Resources,3,Male,Human Resources,Divorced,2064,0,No,6,5,3,1,3
55,No,Research & Development,4,Male,Healthcare Representative,Married,4035,0,Yes,4,3,2,1,2
33,No,Research & Development,4,Female,Laboratory Technician,Married,3838,8,No,8,5,4,0,2
47,No,Sales,3,Female,Sales Executive,Married,4591,3,Yes,11,5,4,1,2
28,Yes,Research & Development,2,Male,Laboratory Technician,Single,2561,7,No,8,0,0,0,0
28,No,Research & Development,3,Male,Research Scientist,Divorced,1563,1,No,1,1,0,0,0
28,No,Sales,3,Male,Sales Executive,Single,4898,0,No,5,4,2,1,3
49,No,Research & Development,2,Female,Laboratory Technician,Married,4789,4,No,10,3,2,1,2
29,No,Research & Development,1,Female,Laboratory Technician,Married,3180,0,No,4,3,2,0,2
28,No,Research & Development,1,Male,Manufacturing Director,Married,6549,1,No,8,8,6,1,7
33,No,Research & Development,5,Male,Healthcare Representative,Single,6388,2,Yes,14,0,0,0,0
32,No,Research & Development,3,Male,Manager,Single,11244,2,No,10,5,2,0,0
54,No,Research & Development,4,Female,Manager,Divorced,16032,3,No,26,14,9,1,12
29,Yes,Research & Development,4,Male,Research Scientist,Single,2362,6,No,11,9,7,0,7
44,No,Research & Development,3,Male,Research Director,Married,16328,3,No,24,20,6,14,17
39,No,Research & Development,3,Female,Manufacturing Director,Single,8376,4,No,9,2,0,2,2
46,No,Sales,3,Female,Manager,Married,16606,8,No,23,13,12,5,1
35,No,Research & Development,3,Female,Healthcare Representative,Single,8606,1,No,11,11,8,3,3
23,No,Research & Development,1,Male,Laboratory Technician,Single,2272,0,No,5,4,3,1,2
40,Yes,Research & Development,4,Male,Laboratory Technician,Single,2018,3,No,15,5,4,1,0
34,No,Sales,3,Male,Sales Executive,Married,7083,1,Yes,10,10,9,8,6
31,Yes,Research & Development,3,Female,Research Scientist,Single,4084,1,No,7,7,2,7,7
50,No,Research & Development,5,Male,Research Director,Single,14411,1,Yes,32,32,6,13,9
34,No,Sales,2,Male,Sales Representative,Married,2308,0,Yes,12,11,10,5,7
42,No,Research & Development,3,Male,Laboratory Technician,Married,4841,4,No,4,1,0,0,0
37,No,Research & Development,3,Male,Research Scientist,Married,4285,1,No,10,10,8,3,7
29,No,Research & Development,1,Female,Healthcare Representative,Married,9715,3,No,9,7,7,0,7
33,No,Research & Development,3,Male,Manufacturing Director,Single,4320,1,No,5,5,3,0,2
45,No,Research & Development,3,Male,Research Scientist,Married,2132,4,No,8,5,4,0,3
42,No,Research & Development,3,Male,Healthcare Representative,Married,10124,2,Yes,24,20,8,13,9
40,No,Sales,2,Male,Sales Executive,Married,5473,0,No,9,8,4,7,1
33,No,Research & Development,4,Male,Laboratory Technician,Married,5207,1,Yes,15,15,14,5,7
40,No,Human Resources,2,Male,Manager,Single,16437,1,Yes,21,21,7,7,7
24,No,Research & Development,2,Male,Laboratory Technician,Divorced,2296,0,No,2,1,1,0,0
40,No,Research & Development,2,Male,Healthcare Representative,Divorced,4069,3,Yes,8,2,2,2,2
45,No,Research & Development,4,Male,Healthcare Representative,Divorced,7441,1,No,10,10,8,7,7
35,No,Sales,4,Female,Sales Representative,Married,2430,0,No,6,5,3,4,2
32,No,Research & Development,2,Female,Research Scientist,Married,5878,3,No,12,7,1,2,5
36,No,Sales,4,Male,Sales Representative,Single,2644,3,Yes,7,3,2,1,2
48,No,Sales,4,Female,Sales Executive,Divorced,6439,8,No,18,8,7,7,7
29,No,Research & Development,3,Male,Research Scientist,Married,2451,6,No,5,1,0,0,0
33,No,Sales,4,Male,Sales Executive,Married,6392,2,No,8,2,2,2,2
30,Yes,Sales,3,Male,Sales Executive,Married,9714,1,No,10,10,8,6,7
38,No,Human Resources,4,Male,Human Resources,Married,6077,3,No,10,6,3,1,2
35,No,Research & Development,3,Male,Laboratory Technician,Single,2450,1,No,3,3,0,1,2
30,No,Sales,4,Male,Sales Executive,Married,9250,3,No,9,4,2,1,3
35,Yes,Research & Development,3,Female,Laboratory Technician,Divorced,2074,1,Yes,1,1,0,0,0
53,Yes,Research & Development,5,Female,Manufacturing Director,Married,10169,0,No,34,33,7,1,9
38,Yes,Research & Development,3,Male,Manufacturing Director,Married,4855,4,No,7,5,2,1,4
32,No,Research & Development,4,Male,Research Scientist,Married,4087,4,No,9,6,5,1,2
48,No,Research & Development,4,Female,Research Scientist,Married,2367,8,No,10,8,2,7,6
34,No,Research & Development,4,Male,Research Scientist,Single,2972,1,No,1,1,0,0,0
55,No,Sales,5,Male,Manager,Married,19586,1,No,36,36,6,2,13
34,No,Research & Development,4,Male,Research Scientist,Married,5484,9,No,9,2,2,2,1
26,No,Research & Development,3,Female,Research Scientist,Married,2061,1,No,1,1,0,0,0
38,No,Sales,3,Male,Sales Executive,Married,9924,0,No,10,9,8,7,7
38,No,Sales,3,Female,Sales Executive,Single,4198,2,No,8,3,2,1,2
36,No,Sales,4,Female,Sales Executive,Single,6815,6,No,15,1,0,0,0
29,No,Research & Development,1,Male,Laboratory Technician,Single,4723,1,Yes,10,10,9,1,5
35,No,Research & Development,4,Female,Healthcare Representative,Single,6142,3,Yes,10,5,2,0,4
39,No,Sales,3,Male,Sales Executive,Married,8237,2,No,11,7,6,7,6
29,No,Research & Development,1,Male,Healthcare Representative,Divorced,8853,1,No,6,6,4,1,3
50,No,Sales,3,Male,Manager,Married,19331,4,Yes,27,1,0,0,0
23,No,Research & Development,3,Male,Research Scientist,Married,2073,2,No,4,2,2,2,2
36,No,Research & Development,4,Male,Laboratory Technician,Married,5562,3,Yes,9,3,2,0,2
42,No,Research & Development,2,Male,Manager,Single,19613,8,No,24,1,0,0,1
35,No,Research & Development,3,Male,Laboratory Technician,Married,3407,1,No,10,10,9,6,8
34,No,Research & Development,4,Male,Healthcare Representative,Married,5063,1,No,8,8,2,7,7
40,No,Sales,2,Female,Sales Executive,Married,4639,1,No,5,5,4,1,2
43,No,Research & Development,3,Male,Laboratory Technician,Divorced,4876,5,No,8,6,4,0,2
35,No,Research & Development,2,Male,Laboratory Technician,Married,2690,1,No,1,1,0,0,1
46,No,Sales,4,Male,Manager,Single,17567,1,No,27,26,0,0,12
28,Yes,Research & Development,3,Male,Laboratory Technician,Married,2408,1,Yes,1,1,1,0,0
22,No,Research & Development,2,Female,Research Scientist,Married,2814,1,Yes,4,4,2,1,3
50,No,Research & Development,5,Male,Healthcare Representative,Married,11245,2,Yes,32,30,8,12,13
32,No,Research & Development,4,Female,Research Scientist,Married,3312,3,No,6,3,2,0,2
44,No,Research & Development,3,Female,Research Director,Divorced,19049,0,Yes,23,22,7,1,10
30,No,Research & Development,3,Male,Research Scientist,Married,2141,1,No,6,6,4,1,1
45,No,Research & Development,5,Female,Laboratory Technician,Single,5769,1,Yes,10,10,7,1,4
45,No,Sales,3,Male,Sales Executive,Married,4385,1,No,10,10,7,4,5
31,No,Sales,4,Male,Sales Executive,Single,5332,7,No,10,5,2,0,3
36,No,Research & Development,4,Female,Manufacturing Director,Married,4663,9,Yes,7,3,2,1,1
34,No,Research & Development,4,Male,Manufacturing Director,Divorced,4724,1,No,9,9,7,7,2
49,No,Research & Development,4,Female,Laboratory Technician,Married,3211,1,No,10,9,6,1,4
39,No,Research & Development,5,Male,Manufacturing Director,Married,5377,2,No,10,7,7,7,7
27,No,Research & Development,3,Male,Laboratory Technician,Divorced,4066,1,No,7,7,7,0,7
35,No,Research & Development,5,Male,Research Scientist,Married,5208,1,No,16,16,15,1,10
28,No,Research & Development,3,Female,Manufacturing Director,Divorced,4877,0,No,6,5,3,0,0
21,No,Research & Development,1,Male,Research Scientist,Single,3117,1,No,3,2,2,2,2
18,Yes,Sales,2,Female,Sales Representative,Single,1569,1,Yes,0,0,0,0,0
47,No,Human Resources,4,Female,Manager,Married,19658,3,No,27,5,2,1,0
39,No,Research & Development,2,Male,Laboratory Technician,Divorced,3069,0,No,11,10,8,0,7
40,No,Research & Development,3,Female,Manufacturing Director,Married,10435,1,No,18,18,15,14,12
35,No,Research & Development,4,Female,Healthcare Representative,Married,4148,1,No,15,14,11,2,9
37,No,Research & Development,3,Male,Manufacturing Director,Married,5768,3,No,9,4,3,0,2
39,No,Research & Development,3,Female,Manufacturing Director,Single,5042,0,No,10,9,2,3,8
45,No,Research & Development,2,Female,Manufacturing Director,Divorced,5770,1,No,10,10,7,3,9
38,No,Research & Development,2,Female,Manufacturing Director,Married,7756,3,Yes,10,5,4,0,2
35,Yes,Sales,3,Male,Sales Executive,Married,10306,9,No,15,13,12,6,0
37,No,Research & Development,3,Female,Research Scientist,Married,3936,1,No,8,8,4,7,7
40,No,Research & Development,3,Female,Manufacturing Director,Single,7945,6,Yes,18,4,2,3,3
44,No,Human Resources,5,Male,Human Resources,Married,5743,4,Yes,14,10,7,0,2
48,No,Research & Development,5,Male,Manager,Married,15202,2,No,23,2,2,2,2
35,Yes,Sales,2,Male,Sales Executive,Divorced,5440,6,Yes,7,2,2,2,2
24,No,Research & Development,1,Female,Research Scientist,Single,3760,1,Yes,6,6,3,1,3
27,No,Research & Development,3,Female,Research Scientist,Married,3517,7,No,5,3,2,0,2
27,No,Research & Development,3,Male,Research Scientist,Single,2580,2,No,6,4,2,1,2
40,Yes,Research & Development,3,Male,Laboratory Technician,Single,2166,3,Yes,10,4,2,0,3
29,No,Sales,3,Male,Sales Executive,Single,5869,9,No,8,5,2,1,4
36,No,Research & Development,4,Female,Healthcare Representative,Married,8008,4,No,9,3,2,0,2
25,No,Research & Development,1,Male,Manufacturing Director,Divorced,5206,1,No,7,7,7,0,7
39,No,Research & Development,3,Male,Manufacturing Director,Married,5295,4,No,7,5,4,1,0
49,No,Research & Development,4,Female,Research Director,Married,16413,3,No,27,4,2,1,2
50,No,Research & Development,5,Female,Research Director,Divorced,13269,5,No,19,14,11,1,11
20,No,Sales,3,Female,Sales Representative,Single,2783,1,No,2,2,2,2,2
34,No,Research & Development,3,Female,Research Scientist,Divorced,5433,1,No,11,11,8,7,9
36,No,Research & Development,3,Male,Laboratory Technician,Single,2013,2,No,15,4,3,1,3
49,No,Research & Development,1,Female,Healthcare Representative,Married,13966,2,Yes,30,15,11,2,12
36,No,Research & Development,4,Female,Manufacturing Director,Married,4374,0,No,4,3,2,1,2
36,No,Research & Development,2,Male,Healthcare Representative,Divorced,6842,6,No,13,5,4,0,4
54,No,Research & Development,5,Female,Manager,Married,17426,3,No,36,10,8,4,7
43,No,Research & Development,2,Male,Research Director,Married,17603,1,No,14,14,10,6,11
35,Yes,Sales,4,Male,Sales Executive,Single,4581,3,Yes,13,11,9,6,7
38,No,Research & Development,3,Male,Research Scientist,Married,4735,7,No,19,13,11,2,9
29,No,Sales,3,Male,Sales Executive,Divorced,4187,1,Yes,10,10,0,0,9
33,No,Sales,4,Male,Sales Executive,Divorced,5505,1,No,6,6,2,0,4
32,No,Research & Development,3,Male,Research Scientist,Divorced,5470,0,No,10,9,5,1,6
31,No,Sales,4,Female,Sales Executive,Married,5476,1,No,10,10,0,0,2
49,No,Research & Development,3,Female,Laboratory Technician,Divorced,2587,4,Yes,17,2,2,2,2
38,No,Research & Development,3,Female,Laboratory Technician,Single,2440,1,No,4,4,3,3,3
47,No,Sales,4,Female,Manager,Divorced,15972,6,No,29,3,2,1,2
49,No,Research & Development,3,Male,Manager,Single,15379,4,No,23,8,7,0,0
41,No,Sales,2,Male,Sales Executive,Single,7082,3,Yes,21,2,0,0,2
20,No,Sales,1,Male,Sales Representative,Single,2728,1,No,2,2,2,0,2
33,No,Sales,3,Female,Sales Executive,Divorced,5368,1,Yes,7,6,5,1,2
36,No,Research & Development,4,Male,Healthcare Representative,Married,5347,6,No,10,3,2,0,2
44,No,Human Resources,3,Female,Human Resources,Divorced,3195,4,Yes,8,2,2,2,2
23,Yes,Research & Development,1,Male,Laboratory Technician,Single,3989,1,Yes,5,5,4,1,2
38,No,Research & Development,2,Female,Laboratory Technician,Married,3306,7,No,7,0,0,0,0
53,No,Research & Development,4,Male,Healthcare Representative,Married,7005,3,No,11,4,3,1,2
48,Yes,Sales,2,Female,Sales Representative,Married,2655,2,Yes,19,9,7,7,7
32,Yes,Research & Development,4,Male,Laboratory Technician,Single,1393,1,No,1,1,0,0,0
26,No,Research & Development,3,Male,Laboratory Technician,Single,2570,1,No,7,7,7,5,7
55,No,Research & Development,3,Male,Research Scientist,Divorced,3537,5,No,8,4,2,1,2
34,No,Research & Development,2,Male,Laboratory Technician,Married,3986,1,No,15,15,10,4,13
60,No,Research & Development,4,Male,Healthcare Representative,Divorced,10883,3,No,19,1,0,0,0
33,No,Research & Development,3,Male,Laboratory Technician,Married,2028,1,No,14,14,11,2,13
37,No,Sales,4,Male,Sales Executive,Divorced,9525,1,No,6,6,3,1,3
34,No,Research & Development,3,Female,Research Scientist,Married,2929,1,No,10,10,9,8,7
23,Yes,Sales,3,Male,Sales Representative,Divorced,2275,1,Yes,3,3,2,0,2
44,No,Research & Development,3,Female,Healthcare Representative,Married,7879,1,Yes,9,8,7,6,7
35,No,Research & Development,4,Male,Research Scientist,Single,4930,0,Yes,6,5,4,1,4
43,No,Sales,3,Male,Sales Executive,Married,7847,1,Yes,10,10,9,8,8
24,No,Research & Development,3,Male,Research Scientist,Married,4401,1,No,5,5,3,0,4
41,No,Sales,3,Male,Sales Executive,Single,9241,1,No,10,10,8,8,7
29,No,Research & Development,4,Female,Laboratory Technician,Married,2974,9,No,9,5,3,1,2
36,No,Sales,4,Female,Sales Representative,Single,4502,3,No,17,13,7,6,7
45,No,Research & Development,1,Male,Healthcare Representative,Married,10748,3,No,25,23,15,14,4
24,Yes,Human Resources,1,Male,Human Resources,Married,1555,1,No,1,1,0,0,0
47,Yes,Sales,3,Male,Sales Executive,Married,12936,7,No,25,23,5,14,10
26,No,Research & Development,4,Male,Laboratory Technician,Married,2305,1,No,3,3,2,0,2
45,No,Research & Development,2,Female,Research Director,Single,16704,1,No,21,21,6,8,6
32,No,Research & Development,3,Male,Research Scientist,Married,3433,6,No,10,5,2,1,3
31,No,Research & Development,4,Male,Laboratory Technician,Married,3477,1,No,6,5,2,0,3
41,No,Human Resources,3,Male,Human Resources,Married,6430,6,No,10,3,2,1,2
40,No,Research & Development,2,Female,Manufacturing Director,Married,6516,2,Yes,18,1,0,0,0
24,No,Research & Development,1,Male,Laboratory Technician,Divorced,3907,1,No,6,6,2,1,2
46,No,Research & Development,4,Male,Healthcare Representative,Single,5562,6,No,19,10,7,0,9
35,No,Research & Development,4,Male,Manufacturing Director,Married,6883,2,No,17,7,7,0,7
30,No,Research & Development,1,Male,Research Scientist,Married,2862,1,No,10,10,0,0,8
47,No,Sales,4,Male,Sales Executive,Married,4978,7,No,4,1,0,0,0
46,No,Sales,3,Male,Sales Executive,Divorced,10368,4,Yes,13,10,6,0,3
36,Yes,Sales,5,Male,Sales Executive,Divorced,6134,5,Yes,16,2,2,2,2
32,Yes,Sales,2,Male,Sales Executive,Single,6735,6,No,10,0,0,0,0
23,No,Research & Development,1,Female,Laboratory Technician,Single,3295,1,No,3,3,2,1,2
31,No,Research & Development,1,Female,Manufacturing Director,Single,5238,2,No,9,5,4,1,4
39,No,Research & Development,3,Male,Laboratory Technician,Married,6472,1,Yes,9,9,8,5,8
32,No,Sales,3,Male,Sales Executive,Married,9610,3,No,10,4,3,0,2
40,No,Sales,4,Male,Manager,Single,19833,1,No,21,21,8,12,8
45,No,Human Resources,3,Female,Human Resources,Married,9756,4,No,9,5,0,0,3
30,No,Research & Development,4,Female,Research Scientist,Single,4968,0,No,10,9,7,0,7
24,No,Human Resources,3,Male,Human Resources,Married,2145,0,No,3,2,2,2,1
30,Yes,Human Resources,3,Female,Human Resources,Divorced,2180,6,No,6,4,2,1,2
31,No,Sales,3,Male,Sales Executive,Married,8346,1,No,6,5,2,0,2
27,No,Research & Development,3,Female,Research Scientist,Single,3445,1,No,6,6,2,1,4
29,Yes,Sales,3,Female,Sales Representative,Single,2760,1,No,2,2,2,2,2
29,No,Research & Development,3,Male,Healthcare Representative,Single,6294,8,Yes,10,3,2,0,2
30,No,Sales,2,Male,Sales Executive,Divorced,7140,2,No,12,7,7,1,7
34,No,Research & Development,4,Male,Research Scientist,Married,2932,0,Yes,6,5,0,1,2
33,No,Sales,3,Female,Sales Executive,Single,5147,8,No,13,11,7,1,7
49,No,Sales,4,Female,Sales Executive,Single,4507,3,No,8,5,1,0,4
33,Yes,Sales,3,Female,Sales Executive,Single,8564,2,Yes,11,0,0,0,0
38,No,Research & Development,2,Female,Laboratory Technician,Married,2468,4,No,9,6,1,0,5
31,Yes,Sales,4,Male,Sales Executive,Married,8161,2,No,10,1,0,0,0
29,No,Research & Development,3,Female,Research Scientist,Divorced,2109,1,No,1,1,0,0,0
30,No,Research & Development,3,Male,Healthcare Representative,Married,5294,3,No,10,7,0,1,7
32,No,Research & Development,4,Male,Research Scientist,Single,2718,2,No,12,7,7,0,7
38,No,Research & Development,3,Male,Healthcare Representative,Married,5811,3,Yes,15,1,0,1,0
43,Yes,Research & Development,3,Male,Research Scientist,Married,2437,9,Yes,6,1,0,0,0
42,No,Research & Development,3,Male,Laboratory Technician,Divorced,2766,8,No,7,5,3,0,4
55,No,Research & Development,3,Male,Research Director,Married,19038,8,No,34,1,0,0,0
33,No,Research & Development,3,Male,Research Scientist,Divorced,3055,5,No,11,9,8,1,7
41,No,Research & Development,4,Male,Laboratory Technician,Divorced,2289,1,No,5,5,3,0,4
34,No,Sales,3,Male,Sales Executive,Divorced,4001,1,Yes,15,15,14,0,7
53,No,Research & Development,4,Female,Manufacturing Director,Married,12965,4,Yes,27,3,2,0,2
43,No,Human Resources,3,Male,Human Resources,Single,3539,0,No,10,9,7,1,8
34,No,Sales,2,Female,Sales Executive,Single,6029,5,No,6,2,2,2,2
21,Yes,Sales,1,Male,Sales Representative,Single,2679,1,No,1,1,0,1,0
38,No,Research & Development,2,Female,Laboratory Technician,Married,3702,1,No,5,5,4,0,4
22,Yes,Research & Development,1,Female,Laboratory Technician,Married,2398,1,Yes,1,1,0,0,0
31,No,Sales,4,Female,Sales Executive,Married,5468,1,No,13,12,7,5,7
51,No,Research & Development,3,Female,Manager,Married,13116,2,No,15,2,2,2,2
37,No,Sales,2,Male,Sales Executive,Married,4189,1,No,5,5,2,0,3
46,No,Research & Development,4,Male,Research Director,Divorced,19328,7,Yes,24,2,1,2,2
36,No,Research & Development,3,Male,Healthcare Representative,Married,8321,7,Yes,15,12,8,5,7
44,Yes,Research & Development,2,Male,Research Scientist,Divorced,2342,1,Yes,6,5,3,2,3
37,No,Human Resources,2,Male,Human Resources,Divorced,4071,2,No,19,10,0,4,7
35,Yes,Sales,3,Male,Sales Executive,Single,5813,1,Yes,10,10,7,7,7
33,No,Research & Development,4,Male,Research Scientist,Married,3143,6,No,14,10,8,7,6
28,No,Research & Development,3,Male,Research Scientist,Married,2044,1,No,5,5,3,0,3
39,No,Research & Development,1,Male,Research Director,Single,13464,7,No,9,4,3,2,2
46,No,Sales,2,Male,Sales Executive,Single,7991,8,No,6,2,2,2,2
40,No,Research & Development,2,Female,Laboratory Technician,Married,3377,4,No,7,4,3,0,2
